,predicted_value,confidence,real_value,hyper_radius
119,56,0.9988068342208862,56,4.525533199310303
120,85,0.9995644688606262,85,4.744702339172363
121,78,0.408281147480011,10,2.404777765274048
122,19,0.9980218410491943,19,4.170912742614746
123,92,0.9989573955535889,92,4.5380988121032715
124,33,0.9990336894989014,33,4.335082054138184
125,20,0.7020567059516907,20,2.9995360374450684
126,21,0.9901060461997986,21,3.9808804988861084
127,33,0.13436269760131836,50,2.118488073348999
128,70,0.9996452331542969,70,4.906172752380371
129,46,0.9980046153068542,46,4.215453147888184
130,46,0.6896832585334778,11,2.5646586418151855
131,16,0.9998185038566589,16,5.00938606262207
132,1,0.9980085492134094,1,4.310312271118164
133,74,0.9998395442962646,74,4.918239593505859
134,98,0.4633285701274872,33,2.863309860229492
135,91,0.9979943037033081,91,4.241408348083496
136,60,0.9990895986557007,60,4.634848594665527
137,64,0.7055135369300842,64,3.3345797061920166
138,52,0.9962944388389587,52,4.126389026641846
139,23,0.9995452761650085,23,4.803865909576416
140,4,0.9774646162986755,4,3.364302635192871
141,11,0.9996340274810791,11,4.732337951660156
142,52,0.9981990456581116,52,4.373859405517578
143,37,0.4369218647480011,37,2.7358882427215576
144,24,0.988591730594635,24,3.9513938426971436
145,95,0.9968863129615784,95,4.101845741271973
146,41,0.6629678606987,25,3.6117374897003174
147,39,0.9997510313987732,39,4.93704080581665
148,51,0.995059609413147,51,3.8486528396606445
149,58,0.9856945872306824,58,3.8395447731018066
150,58,0.5737614035606384,58,4.004508018493652
151,77,0.9789894223213196,77,3.4723384380340576
152,18,0.933907151222229,18,3.1745383739471436
153,60,0.9972299933433533,59,4.268103122711182
154,45,0.9989809393882751,45,4.315813064575195
155,66,0.9970779418945312,66,4.064305305480957
156,58,0.9996557235717773,58,4.95225715637207
157,20,0.9882975220680237,20,3.824061155319214
158,7,0.8383239507675171,24,3.5302610397338867
159,80,0.4920133352279663,4,3.954963445663452
160,36,0.9997619986534119,36,4.942155838012695
161,8,0.9999501705169678,8,5.609385013580322
162,87,0.9532135128974915,87,3.3029301166534424
163,10,0.9960793852806091,10,3.9421091079711914
164,30,0.9560264348983765,30,3.4113845825195312
165,47,0.9847455620765686,47,3.8340020179748535
166,54,0.9998899698257446,54,5.222941875457764
167,44,0.5419069528579712,99,3.223344087600708
168,51,0.9965775609016418,51,3.955730676651001
169,83,0.9145541191101074,83,3.4519741535186768
170,9,0.9996287822723389,9,4.784317970275879
171,45,0.8820194005966187,37,3.036273241043091
172,4,0.9347159266471863,4,3.159430503845215
173,83,0.6961811780929565,83,2.602464199066162
174,95,0.9993487000465393,95,4.571164608001709
175,83,0.9879900813102722,83,3.6802213191986084
176,27,0.18746206164360046,32,2.406785011291504
177,95,0.8140003085136414,73,3.9430062770843506
178,18,0.9997606873512268,18,4.819749355316162
179,40,0.9996452331542969,40,4.632869720458984
180,39,0.9995484948158264,39,4.736692428588867
181,88,0.39535263180732727,64,2.6137747764587402
182,22,0.9983579516410828,22,4.2917280197143555
183,80,0.9930726885795593,80,3.7811331748962402
184,16,0.9956721067428589,28,3.9647669792175293
185,28,0.9991967082023621,28,4.5320258140563965
186,11,0.9339391589164734,40,3.2395734786987305
187,95,0.998403012752533,95,4.271082401275635
188,98,0.9974662065505981,98,4.115184783935547
189,83,0.9621933102607727,83,3.3871190547943115
190,12,0.9991195797920227,12,4.483442306518555
191,7,0.5673643946647644,24,2.9724349975585938
192,45,0.8192930221557617,45,2.838911771774292
193,13,0.9990992546081543,13,4.5743207931518555
194,94,0.9997431635856628,94,5.049900531768799
195,24,0.9991981387138367,24,4.586304187774658
196,58,0.9971886277198792,58,4.236965656280518
197,63,0.9844266772270203,63,3.5095772743225098
198,7,0.996075451374054,7,4.025553226470947
199,87,0.6742154955863953,87,2.5836751461029053
200,6,0.9995105266571045,6,4.673763275146484
201,78,0.9986948370933533,78,4.262092590332031
202,68,0.9953731894493103,68,4.061272621154785
203,60,0.9992745518684387,60,4.708035945892334
204,6,0.9978613257408142,6,4.180773735046387
205,23,0.9400989413261414,23,3.228893756866455
206,44,0.9919708967208862,44,3.606243371963501
207,31,0.998330295085907,31,4.256903648376465
208,80,0.9659556150436401,80,3.2601780891418457
209,93,0.9791579842567444,93,3.4132790565490723
210,72,0.2290157526731491,73,2.5272340774536133
211,98,0.7656772136688232,98,3.614790201187134
212,49,0.9945350885391235,49,3.933907985687256
213,90,0.9907994866371155,90,3.803816080093384
214,97,0.9998325109481812,97,5.111830234527588
215,59,0.8055020570755005,59,3.4126973152160645
216,2,0.859724760055542,2,3.626779317855835
217,67,0.9776556491851807,67,3.3713271617889404
218,16,0.5657146573066711,16,3.2132365703582764
219,81,0.9970325231552124,81,4.208124160766602
220,94,0.9984537363052368,94,4.441808700561523
221,18,0.12290894240140915,27,2.4180548191070557
222,99,0.3948941230773926,76,2.1316909790039062
223,77,0.9988299012184143,77,4.326211452484131
224,17,0.20468322932720184,12,2.5070528984069824
225,34,0.744595468044281,18,2.677703380584717
226,0,0.999077320098877,0,4.676633358001709
227,76,0.9978557229042053,76,4.227119445800781
228,79,0.9992282390594482,79,4.4793500900268555
229,12,0.9851181507110596,71,3.7055656909942627
230,89,0.9970541000366211,89,4.136735916137695
231,57,0.9984373450279236,57,4.302697658538818
232,59,0.9872195720672607,47,3.6677796840667725
233,24,0.9996834993362427,24,4.904196739196777
234,65,0.9985688924789429,65,4.172835826873779
235,10,0.43586838245391846,0,3.0021753311157227
236,32,0.999594509601593,32,4.575504779815674
237,36,0.9927123785018921,36,3.828735113143921
238,82,0.9997554421424866,82,5.0951433181762695
239,31,0.9991287589073181,31,4.4663615226745605
240,23,0.99652498960495,23,4.1207380294799805
241,24,0.9995205402374268,24,4.757476806640625
242,34,0.999752938747406,34,4.940216064453125
243,21,0.9367603063583374,21,3.147110939025879
244,35,0.8732224702835083,11,4.191217422485352
245,53,0.8564218878746033,53,3.7845609188079834
246,80,0.9997439980506897,80,4.846433162689209
247,44,0.9995158910751343,44,4.490438938140869
248,4,0.9794880747795105,4,3.3619399070739746
249,39,0.9994975328445435,39,4.701061248779297
250,91,0.9992409944534302,91,4.554725646972656
251,16,0.9989966750144958,16,4.436098098754883
252,36,0.9937915205955505,36,3.8673205375671387
253,68,0.9573183059692383,68,3.312211036682129
254,50,0.9708631634712219,50,3.272179365158081
255,97,0.6296353340148926,97,3.262221097946167
256,89,0.7791935801506042,58,3.0329010486602783
257,31,0.7434386014938354,31,2.871854305267334
258,6,0.9981377124786377,6,4.231570243835449
259,42,0.9840664863586426,42,3.4977240562438965
260,80,0.9919662475585938,80,3.741086483001709
261,76,0.9974334836006165,76,4.150590419769287
262,89,0.9890255331993103,89,3.6972107887268066
263,55,0.9958041310310364,55,3.867579698562622
264,19,0.999760091304779,19,4.865924835205078
265,91,0.9669410586357117,91,3.3291828632354736
266,70,0.9980985522270203,70,4.386643886566162
267,44,0.8785721659660339,1,2.993896722793579
268,6,0.9887500405311584,6,3.6491451263427734
269,62,0.888627290725708,62,3.152764081954956
270,99,0.9939708709716797,99,3.796299934387207
271,51,0.9996263980865479,51,4.676643371582031
272,96,0.9971938133239746,96,4.147017955780029
273,0,0.9937764406204224,83,4.039439678192139
274,42,0.4310612380504608,42,2.7053751945495605
275,18,0.999452531337738,18,4.55550479888916
276,67,0.9994457364082336,67,4.522489070892334
277,80,0.650587260723114,66,2.792559862136841
278,40,0.9982596039772034,40,4.140780925750732
279,62,0.9997954964637756,62,5.043370723724365
280,78,0.999805748462677,78,4.875179290771484
281,84,0.9997268319129944,84,4.750636577606201
282,28,0.9993898868560791,28,4.6212158203125
283,89,0.9995585083961487,89,4.766353130340576
284,30,0.9976480603218079,30,4.195025444030762
285,66,0.9998155236244202,66,4.975255966186523
286,18,0.8181282877922058,18,3.118530750274658
287,75,0.09428288787603378,38,2.1798949241638184
288,42,0.9997772574424744,42,4.891596794128418
289,92,0.9907329082489014,92,3.802393674850464
290,27,0.6144058108329773,27,2.936990737915039
291,21,0.8643256425857544,11,3.2740478515625
292,86,0.9939498901367188,86,3.895007371902466
293,44,0.9985009431838989,44,4.140893936157227
294,96,0.6869156360626221,96,3.9154233932495117
295,12,0.9989389777183533,12,4.410612106323242
296,16,0.9424603581428528,16,3.301273822784424
297,67,0.7046201229095459,67,3.135488748550415
298,43,0.8304744958877563,43,3.141697883605957
299,89,0.9970359802246094,89,4.137282848358154
300,96,0.8821101188659668,96,3.351196527481079
301,12,0.9865514039993286,12,3.6198818683624268
302,40,0.9993878602981567,40,4.463840484619141
303,7,0.9956321120262146,7,3.978588581085205
304,73,0.36809059977531433,86,2.558727979660034
305,44,0.8480838537216187,77,3.2639787197113037
306,76,0.9994847774505615,76,4.684749126434326
307,31,0.9994031190872192,31,4.5953049659729
308,18,0.2633368968963623,18,2.3233556747436523
309,28,0.7801384329795837,28,3.9787261486053467
310,46,0.5059354901313782,19,2.932971715927124
311,18,0.9552951455116272,18,3.1379411220550537
312,41,0.9995964169502258,41,4.814300537109375
313,42,0.7243160009384155,42,3.9233391284942627
314,15,0.387073278427124,43,3.143718719482422
315,15,0.23394179344177246,31,2.5828166007995605
316,93,0.9652338624000549,93,3.2578604221343994
317,15,0.9841227531433105,15,3.4873769283294678
318,61,0.9971712231636047,10,4.213987827301025
319,8,0.9995582699775696,8,4.867490291595459
320,17,0.9967467784881592,37,4.231566905975342
321,89,0.9956016540527344,89,4.0129499435424805
322,32,0.6864453554153442,32,2.5020992755889893
323,67,0.9964388608932495,67,4.005820274353027
324,12,0.9965691566467285,12,4.031904697418213
325,2,0.9985800981521606,2,4.340479850769043
326,19,0.6932360529899597,19,2.740055799484253
327,91,0.9988928437232971,91,4.433903217315674
328,94,0.9983896017074585,94,4.425300121307373
329,79,0.9758554697036743,7,3.5302422046661377
330,71,0.9944610595703125,71,3.925041675567627
331,36,0.9992157220840454,36,4.54548978805542
332,61,0.9963275790214539,61,4.158481597900391
333,62,0.9991604089736938,62,4.575677871704102
334,5,0.9979641437530518,5,4.2642436027526855
335,60,0.9855917692184448,60,3.901688814163208
336,45,0.5979167222976685,45,3.6164541244506836
337,91,0.5269518494606018,91,3.2405269145965576
338,34,0.9993212223052979,34,4.598225116729736
339,95,0.5681257843971252,95,3.715895891189575
340,9,0.7900627851486206,9,3.8880064487457275
341,40,0.5396280884742737,40,2.3124375343322754
342,68,0.995093584060669,68,4.056556224822998
343,62,0.9993777275085449,62,4.682631492614746
344,99,0.7047538757324219,99,3.423116683959961
345,66,0.999920129776001,66,5.254264831542969
346,21,0.5974149107933044,46,2.3926713466644287
347,7,0.4303782880306244,7,3.2336366176605225
348,10,0.9963764548301697,10,3.9516067504882812
349,10,0.8513888120651245,10,3.2137961387634277
350,68,0.9956990480422974,68,4.181008338928223
351,19,0.9943318367004395,34,3.902662992477417
352,81,0.8204319477081299,37,3.081286907196045
353,58,0.9955161213874817,58,4.13808012008667
354,48,0.9988889098167419,48,4.498579978942871
355,40,0.9995878338813782,40,4.585339069366455
356,96,0.9880109429359436,96,3.708087682723999
357,88,0.481717050075531,14,3.063019037246704
358,35,0.5425959229469299,11,3.0743331909179688
359,66,0.980597198009491,66,3.456064462661743
360,64,0.9991495609283447,64,4.4038004875183105
361,39,0.9991647005081177,39,4.530727863311768
362,33,0.8716169595718384,33,3.2040326595306396
363,94,0.9991546869277954,94,4.645693302154541
364,63,0.9992483258247375,63,4.446731090545654
365,10,0.7261509895324707,10,3.4978368282318115
366,88,0.5395416617393494,89,3.1332600116729736
367,54,0.9978001713752747,92,4.2231035232543945
368,90,0.9601140022277832,90,3.247197151184082
369,38,0.21622976660728455,65,2.1809587478637695
370,90,0.984993577003479,90,3.535980701446533
371,33,0.9987102746963501,33,4.242499828338623
372,28,0.9962673783302307,28,4.026693820953369
373,29,0.9994169473648071,29,4.497683048248291
374,5,0.879051923751831,87,3.0521557331085205
375,86,0.9526944756507874,86,3.5177364349365234
376,7,0.9703116416931152,7,4.480454921722412
377,0,0.9994586110115051,0,4.868607997894287
378,94,0.9994856119155884,94,4.814731121063232
379,35,0.9139613509178162,11,3.1301252841949463
380,26,0.9990429282188416,26,4.363293170928955
381,6,0.9997827410697937,6,4.942147731781006
382,41,0.9996238946914673,41,4.839635372161865
383,65,0.8393534421920776,21,3.0915515422821045
384,69,0.9994590878486633,69,4.644613265991211
385,27,0.8788695931434631,27,3.043701171875
386,29,0.9988910555839539,29,4.297272682189941
387,73,0.5401519536972046,67,2.8964080810546875
388,85,0.9992828965187073,85,4.5739030838012695
389,65,0.9992094039916992,65,4.369966983795166
390,40,0.9977693557739258,40,4.0789265632629395
391,57,0.9974232912063599,57,4.130026817321777
392,72,0.9965954422950745,72,3.908968925476074
393,30,0.9996693134307861,30,4.843567371368408
394,4,0.9535953998565674,74,3.363457202911377
395,27,0.9852425456047058,27,3.493345022201538
396,4,0.9828978776931763,3,3.44830060005188
397,49,0.9917474985122681,49,3.797631025314331
398,47,0.5640148520469666,52,3.773158073425293
399,73,0.9540150165557861,95,3.361881971359253
400,40,0.9990800619125366,40,4.324863433837891
401,93,0.7641670107841492,93,3.529780149459839
402,74,0.40366941690444946,77,2.8378565311431885
403,38,0.326858788728714,91,2.4502334594726562
404,6,0.9994698166847229,6,4.648944854736328
405,57,0.999847412109375,57,5.063695430755615
406,72,0.996535062789917,72,3.9754836559295654
407,16,0.9992326498031616,16,4.527994155883789
408,98,0.998950183391571,98,4.481217384338379
409,89,0.9904298186302185,89,3.7643439769744873
410,40,0.9965632557868958,40,3.9374709129333496
411,96,0.9621108770370483,96,3.8045074939727783
412,71,0.9992938041687012,71,4.58445405960083
413,3,0.992813766002655,3,3.745911121368408
414,35,0.8038410544395447,2,3.160315990447998
415,66,0.9965620636940002,66,4.0136237144470215
416,25,0.7870380282402039,27,2.732635736465454
417,8,0.9999023675918579,8,5.381534576416016
418,53,0.9985992312431335,53,4.52091121673584
419,96,0.9101591110229492,33,2.9820287227630615
420,4,0.30005785822868347,55,2.516282796859741
421,81,0.9790956974029541,81,3.5702905654907227
422,88,0.9848116636276245,88,3.654694080352783
423,96,0.9945947527885437,96,3.9162888526916504
424,68,0.919640839099884,68,3.2469048500061035
425,42,0.9979056119918823,42,4.166890621185303
426,77,0.9970180988311768,77,4.008511066436768
427,10,0.9904882907867432,10,3.6987085342407227
428,27,0.9648593664169312,27,3.2286367416381836
429,32,0.9718868136405945,32,3.267367362976074
430,50,0.4288942217826843,79,3.115083694458008
431,98,0.9849823117256165,98,3.5483109951019287
432,69,0.9495524168014526,18,3.236032247543335
433,51,0.9993833303451538,51,4.513453960418701
434,46,0.5468124151229858,2,2.754962205886841
435,19,0.9996484518051147,19,4.740825653076172
436,31,0.9823054075241089,31,3.5583174228668213
437,67,0.587064802646637,67,2.9783267974853516
438,36,0.9944450259208679,36,3.9579272270202637
439,10,0.8939110636711121,10,3.54040265083313
440,16,0.9995392560958862,16,4.694827556610107
441,5,0.9989287257194519,5,4.463841915130615
442,81,0.9961510896682739,81,4.110788345336914
443,85,0.9962713718414307,85,4.052016735076904
444,6,0.36215806007385254,26,2.9607653617858887
445,85,0.9994906187057495,85,4.691900730133057
446,65,0.9995469450950623,65,4.548842430114746
447,22,0.7435963153839111,22,3.460716485977173
448,55,0.8122572898864746,55,3.010098695755005
449,58,0.13593192398548126,85,2.091493844985962
450,22,0.5579067468643188,22,3.0571930408477783
451,22,0.9929664134979248,22,3.808635950088501
452,10,0.9742446541786194,10,3.657270908355713
453,18,0.9459061622619629,18,3.039952278137207
454,35,0.9182578921318054,98,3.0760796070098877
455,9,0.9997203946113586,9,4.877961158752441
456,26,0.9964079260826111,26,3.9402108192443848
457,27,0.9974604845046997,27,4.0471649169921875
458,7,0.9828749895095825,7,3.5269012451171875
459,5,0.9784931540489197,5,4.142638683319092
460,58,0.9912490844726562,58,3.8644587993621826
461,87,0.9995307922363281,87,4.690450668334961
462,76,0.9925334453582764,76,3.8020849227905273
463,2,0.9341795444488525,2,3.284548759460449
464,62,0.9359038472175598,54,3.459397554397583
465,72,0.9428578019142151,38,3.291328191757202
466,33,0.9554100036621094,33,3.3182570934295654
467,17,0.9978747367858887,17,4.3697991371154785
468,6,0.9992247819900513,6,4.513329982757568
469,0,0.9995916485786438,0,4.961540699005127
470,79,0.9988621473312378,79,4.350527763366699
471,97,0.9991150498390198,97,4.552370548248291
472,79,0.41916635632514954,14,3.221186876296997
473,14,0.9994440674781799,14,4.587344169616699
474,32,0.46317407488822937,73,2.662590742111206
475,79,0.9942041039466858,79,3.869262933731079
476,84,0.6531192660331726,8,2.6548800468444824
477,42,0.9072345495223999,42,3.101902961730957
478,4,0.9570955038070679,4,3.2123429775238037
479,25,0.8839249014854431,25,3.6897668838500977
480,37,0.9962484240531921,37,4.034621715545654
481,75,0.9999213218688965,75,5.324243068695068
482,74,0.6969456672668457,74,2.819539785385132
483,41,0.9831289649009705,41,3.613025665283203
484,0,0.9989053010940552,0,4.625462055206299
485,18,0.5106775760650635,99,2.970973014831543
486,79,0.9966957569122314,79,4.0204081535339355
487,87,0.9994699358940125,87,4.649910926818848
488,67,0.9306060075759888,67,3.589202404022217
489,72,0.9691025614738464,72,3.454726219177246
490,38,0.6834723353385925,38,3.2018275260925293
491,94,0.6365605592727661,25,3.0584115982055664
492,49,0.9923369288444519,49,3.865367889404297
493,72,0.6937095522880554,3,3.8593318462371826
494,74,0.99703049659729,74,3.9911575317382812
495,69,0.39593052864074707,69,2.7286689281463623
496,1,0.055572621524333954,36,2.2851386070251465
497,77,0.9153783917427063,77,2.9755897521972656
498,89,0.9995054006576538,89,4.7305755615234375
499,71,0.9979681372642517,71,4.270188331604004
500,88,0.031929731369018555,31,1.0261867046356201
501,22,0.9501336216926575,50,3.3405511379241943
502,90,0.9990397095680237,90,4.445459365844727
503,11,0.9962171912193298,11,4.031880855560303
504,2,0.764630913734436,2,2.7049689292907715
505,41,0.9988321661949158,41,4.4539408683776855
506,66,0.6937528252601624,38,2.827125072479248
507,58,0.9993832111358643,58,4.767045974731445
508,47,0.9983830451965332,47,4.404438018798828
509,93,0.999672532081604,93,4.745961666107178
510,68,0.9925113916397095,68,3.8815512657165527
511,11,0.9994717240333557,11,4.6217427253723145
512,2,0.6927873492240906,35,3.555480718612671
513,72,0.936198890209198,67,3.3291263580322266
514,54,0.9997801184654236,54,4.984991550445557
515,53,0.9997838139533997,53,5.143609523773193
516,67,0.9111223816871643,30,4.073117256164551
517,36,0.999687910079956,36,4.84706449508667
518,83,0.6276953816413879,83,3.343278169631958
519,54,0.9966443777084351,54,4.073746204376221
520,64,0.9995629191398621,64,4.6051249504089355
521,98,0.9172449707984924,46,3.1682379245758057
522,45,0.7836054563522339,45,3.0064444541931152
523,98,0.7277814745903015,98,2.6204421520233154
524,62,0.9996278285980225,62,4.8380351066589355
525,46,0.999437153339386,46,4.580641746520996
526,95,0.978295624256134,95,3.9932050704956055
527,42,0.9735809564590454,88,3.4961307048797607
528,81,0.26595592498779297,37,2.6745870113372803
529,44,0.8153972029685974,18,3.339764356613159
530,44,0.3246924877166748,29,1.8659400939941406
531,63,0.9998363256454468,63,4.94066047668457
532,8,0.9997488856315613,8,5.059214115142822
533,76,0.37436383962631226,33,2.8647007942199707
534,98,0.7628335356712341,35,3.8563716411590576
535,7,0.16605715453624725,6,2.1435821056365967
536,76,0.9972399473190308,76,4.132299900054932
537,19,0.9969070553779602,19,4.033524513244629
538,99,0.9980314373970032,99,4.176243782043457
539,53,0.5647745132446289,53,2.875666618347168
540,15,0.9060806632041931,15,2.937966823577881
541,54,0.41711607575416565,57,2.4955642223358154
542,2,0.9997431635856628,2,4.8910932540893555
543,27,0.9931671023368835,27,3.7235517501831055
544,73,0.8198196887969971,27,3.9767258167266846
545,93,0.993259847164154,93,3.8048667907714844
546,81,0.9988940358161926,81,4.523502826690674
547,92,0.6894000172615051,54,3.401109457015991
548,71,0.9924855828285217,71,3.832584857940674
549,7,0.8687381148338318,26,3.157921552658081
550,33,0.8779658079147339,25,2.909524440765381
551,35,0.9903355836868286,35,3.728119373321533
552,95,0.9797501564025879,30,3.8458783626556396
553,55,0.4241635501384735,72,3.3233230113983154
554,78,0.9751445651054382,8,3.4143996238708496
555,42,0.9995356798171997,42,4.6481757164001465
556,62,0.9914087653160095,62,3.8459510803222656
557,56,0.9976944327354431,56,4.278750896453857
558,15,0.42185351252555847,78,2.690924644470215
559,47,0.9936732053756714,47,3.978154420852661
560,73,0.8478837013244629,73,3.0034260749816895
561,3,0.39371615648269653,43,2.5674965381622314
562,20,0.9997711777687073,20,5.061314582824707
563,45,0.33928388357162476,83,2.570858955383301
564,4,0.9852553606033325,63,3.5245587825775146
565,49,0.9969615340232849,49,4.128500461578369
566,10,0.3840176463127136,28,2.651505470275879
567,26,0.9918648600578308,26,3.6970314979553223
568,45,0.9961910247802734,45,3.9522383213043213
569,32,0.9428359866142273,36,3.0009946823120117
570,36,0.9911475777626038,36,3.8187992572784424
571,68,0.9991129040718079,68,4.583799839019775
572,1,0.9976630210876465,1,4.239090919494629
573,98,0.9484062790870667,2,3.8210339546203613
574,44,0.7008956074714661,99,3.298415184020996
575,69,0.6076379418373108,9,3.1423633098602295
576,64,0.22873838245868683,65,2.0261714458465576
577,38,0.9986825585365295,38,4.26951265335083
578,58,0.9996743202209473,58,4.9714202880859375
579,96,0.9972273707389832,96,4.139965057373047
580,50,0.4564794600009918,38,2.742602825164795
581,87,0.9988811612129211,87,4.3974385261535645
582,82,0.9997716546058655,82,5.118746757507324
583,61,0.6649229526519775,22,3.501826047897339
584,83,0.997464656829834,83,4.237242221832275
585,41,0.999724805355072,41,4.943704128265381
586,54,0.9960423707962036,7,4.047887802124023
587,33,0.1189095750451088,12,2.2486531734466553
588,10,0.9973912239074707,10,4.06002140045166
589,35,0.9977056384086609,35,4.139708042144775
590,44,0.3517383635044098,44,2.479064464569092
591,81,0.9902466535568237,81,3.842864751815796
592,91,0.9996763467788696,91,4.835916996002197
593,56,0.9964253306388855,56,4.165347099304199
594,9,0.9997105002403259,9,4.86622953414917
595,7,0.9802101254463196,24,3.633793354034424
596,6,0.9839715957641602,3,3.55568790435791
597,95,0.7956214547157288,30,3.914642095565796
598,1,0.9980879426002502,1,4.301032543182373
